userId,movieId,actual_rating,predicted_rating
48772,62999.0,3.0,3.8138492986705828
48772,60074.0,5.0,3.700832233367337
48772,1517.0,3.0,3.6851282440571587
48772,4306.0,5.0,3.603139392666683
48772,1.0,4.5,3.5315633994087476
48772,103755.0,3.5,3.5315633994087476
48772,4016.0,5.0,3.5315633994087476
48772,91542.0,5.0,3.5048081031981964
48772,86298.0,3.5,3.354856397485837
48772,2355.0,4.5,3.354856397485837
48772,5218.0,5.0,3.354856397485837
48772,73321.0,4.5,3.3474075963538077
48772,88125.0,5.0,3.25897987952698
48772,2761.0,5.0,3.231495921027612
48772,8644.0,4.5,3.217221263230008
48772,33004.0,4.0,3.1984131929552695
48772,6365.0,4.5,3.185331693584361
48772,2470.0,4.0,3.1386582605686213
48772,367.0,4.0,3.0365751495192326
48772,86880.0,4.5,3.0107685618462643
48772,81834.0,5.0,3.0107685618462643
48772,2797.0,4.0,3.0021663659552744
48772,110102.0,4.5,2.967757582391317
48772,95510.0,3.5,2.967757582391317
48772,106002.0,2.0,2.967757582391317
48772,88140.0,5.0,2.954510556368103
48772,1198.0,4.0,2.931847444949759
48772,81847.0,3.0,2.8416575576407705
48772,65261.0,4.5,2.830122448135488
48772,136020.0,4.0,2.801094783892503
48772,4644.0,4.5,2.781228863439365
48772,539.0,2.0,2.781228863439365
48772,7438.0,3.5,2.761362942986227
48772,4979.0,3.0,2.74936731352135
48772,2124.0,4.0,2.6521003804939656
48772,1148.0,5.0,2.606465354969766
48772,45517.0,4.0,2.60243557936112
48772,103335.0,4.5,2.597863159078776
48772,71535.0,5.0,2.503105977095429
48772,2042.0,3.0,2.4087377348549883
48772,4993.0,5.0,2.396572392759761
48772,5816.0,4.5,2.396572392759761
48772,4011.0,5.0,2.3839104543765988
48772,54272.0,4.0,2.3600763664740794
48772,8368.0,5.0,2.354111573696891
48772,5445.0,5.0,2.3466815616986234
48772,377.0,3.0,2.3441786134703224
48772,6947.0,4.5,2.3243126930171836
48772,1653.0,5.0,2.274647891884338
48772,56174.0,4.5,2.2697411826265372
48772,80363.0,3.5,2.2697411826265372
48772,1307.0,4.0,2.2384229455218074
48772,5620.0,2.5,2.2384229455218074
48772,339.0,3.5,2.2384229455218074
48772,4069.0,2.5,2.2384229455218074
48772,33779.0,5.0,2.2365709316572246
48772,55232.0,4.0,2.193559952202278
48772,2378.0,4.0,2.0802734982838533
48772,34.0,5.0,1.9951161036172629
48772,94864.0,2.0,1.944096271363588
48772,33794.0,5.0,1.9269942839544174
48772,5574.0,4.0,1.8734626826649912
48772,4014.0,5.0,1.8248013142840822
48772,6863.0,4.0,1.7274785775222643
48772,8367.0,4.0,1.6516216110699506
48772,3408.0,4.0,1.6516216110699506
48772,3949.0,1.0,1.6516216110699506
48772,84152.0,4.0,1.6179904986652194
48772,40819.0,4.0,1.6091395567042042
48772,53322.0,5.0,1.3381876304749933
48772,25771.0,1.5,1.187103032956527
48772,112623.0,4.0,1.1010810740466337
39902,3409.0,4.0,3.560552206325549
39902,1356.0,4.0,3.3187739857265477
39902,2916.0,5.0,3.3187739857265477
39902,480.0,5.0,3.3187739857265477
39902,4.0,4.0,3.2155158378121547
39902,1784.0,5.0,3.2155158378121547
39902,3901.0,3.0,3.1829178814122328
39902,2617.0,3.0,3.145822170505499
39902,2571.0,5.0,2.9952750270031023
39902,1694.0,2.0,2.822865229238673
39902,2269.0,4.0,2.7513357957970155
39902,2154.0,3.0,2.7513357957970155
39902,370.0,4.0,2.5355447529894053
39902,3977.0,3.0,2.5355447529894053
39902,1711.0,4.0,2.4226489188995686
39902,1590.0,3.0,1.9821672972814652
39902,2335.0,3.0,1.6784604065743458
39902,2694.0,3.0,1.6784604065743458
39902,3948.0,5.0,1.6784604065743458
39902,3785.0,4.0,1.2947462568456538
39902,3991.0,3.0,1.2947462568456538
158363,1725.0,1.0,4.523809523809524
158363,1635.0,3.0,4.523809523809524
158363,2858.0,5.0,4.096729764017299
158363,1678.0,4.0,4.096729764017299
158363,1829.0,3.0,4.096729764017299
158363,1788.0,1.0,3.4232947343158253
158363,151.0,3.0,3.253968253968254
158363,2762.0,4.0,2.8409298960124447
158363,590.0,3.0,2.79510844607676
158363,593.0,1.0,0.7331431989709534
158363,3054.0,1.0,0.21295885499997996
91544,5991.0,5.0,3.6835557709910853
91544,1674.0,4.0,3.5944257734479472
91544,4308.0,5.0,3.534518677223814
91544,1066.0,4.0,3.1750760998790204
91544,1081.0,4.0,3.1750760998790204
91544,1416.0,5.0,3.081578172139683
91544,1968.0,4.0,3.081578172139683
91544,3452.0,2.0,2.905339763035222
91544,1249.0,4.0,2.905339763035222
91544,908.0,5.0,2.645018720351097
91544,2572.0,3.0,2.567981810116403
91544,3408.0,5.0,2.490291225458761
91544,2762.0,4.0,2.396283848965298
91544,2718.0,2.0,1.8677184190940714
91544,1997.0,4.0,1.1739345417674982
106781,6708.0,4.0,3.9252002607162266
106781,4478.0,2.0,3.8494105542262185
106781,3174.0,3.0,3.8494105542262185
106781,8012.0,3.0,3.8494105542262185
106781,1268.0,2.0,3.8494105542262185
106781,7286.0,4.0,3.8494105542262185
106781,3571.0,2.0,3.8494105542262185
106781,1594.0,5.0,3.8494105542262185
106781,2766.0,2.0,3.8494105542262185
106781,293.0,4.0,3.828122586260469
106781,6185.0,3.0,3.828122586260469
106781,3079.0,3.0,3.6955724575299023
106781,6344.0,3.0,3.6955724575299023
106781,6711.0,4.0,3.6955724575299023
106781,2248.0,3.0,3.6955724575299023
106781,5377.0,3.0,3.6955724575299023
106781,1729.0,3.0,3.666868982131612
106781,4326.0,3.0,3.666868982131612
106781,1884.0,4.0,3.666868982131612
106781,2931.0,3.0,3.610615621132034
106781,436.0,1.0,3.533020645659679
106781,3249.0,2.0,3.533020645659679
106781,3952.0,3.0,3.533020645659679
106781,225.0,3.0,3.533020645659679
106781,3274.0,2.0,3.533020645659679
106781,2803.0,3.0,3.5129113973889674
106781,5506.0,2.0,3.4490390184651956
106781,1834.0,3.0,3.4490390184651956
106781,2688.0,1.0,3.4490390184651956
106781,3358.0,2.0,3.4117521101574644
106781,2321.0,3.0,3.38701009699828
106781,1754.0,2.0,3.3868941712856433
106781,2324.0,3.0,3.32474932410609
106781,1918.0,3.0,3.2936769005163136
106781,318.0,5.0,3.260573779949605
106781,4881.0,3.0,3.260573779949605
106781,6796.0,3.0,3.260573779949605
106781,5464.0,3.0,3.260573779949605
106781,3514.0,4.0,3.2563899922085815
106781,3723.0,3.0,3.2563899922085815
106781,1660.0,4.0,3.2563899922085815
106781,2976.0,4.0,3.2563899922085815
106781,1246.0,3.0,3.2563899922085815
106781,1545.0,3.0,3.2563899922085815
106781,1633.0,5.0,3.2563899922085815
106781,3179.0,3.0,3.2563899922085815
106781,2745.0,3.0,3.2563899922085815
106781,1672.0,4.0,3.2563899922085815
106781,4977.0,1.0,3.2563899922085815
106781,4017.0,3.0,3.2563899922085815
106781,1653.0,3.0,3.2506685888563993
106781,1245.0,4.0,3.243961022772671
106781,7926.0,4.0,3.243961022772671
106781,81.0,2.0,3.214789244608537
106781,8783.0,1.0,3.2004375069093918
106781,3863.0,1.0,3.0927994741658016
106781,4011.0,3.0,3.0497442610683665
106781,5404.0,3.0,2.9793383056682368
106781,2858.0,5.0,2.9793383056682368
106781,4014.0,4.0,2.9793383056682368
106781,1059.0,3.0,2.9793383056682368
106781,4380.0,3.0,2.9793383056682368
106781,5992.0,4.0,2.9793383056682368
106781,1393.0,3.0,2.9793383056682368
106781,1721.0,3.0,2.9793383056682368
106781,3512.0,2.0,2.9793383056682368
106781,4720.0,4.0,2.9518802410287717
106781,7153.0,4.0,2.9456657563108157
106781,1259.0,3.0,2.944183871383066
106781,552.0,3.0,2.6784429134387375
106781,2405.0,3.0,2.6784429134387375
106781,4036.0,4.0,2.5574850942461858
106781,1792.0,2.0,2.54025757274871
106781,1517.0,4.0,2.54025757274871
106781,1527.0,2.0,2.5168663107719
106781,3618.0,3.0,2.504753442818429
106781,7367.0,3.0,2.504753442818429
106781,2502.0,5.0,2.504753442818429
106781,2381.0,1.0,2.504753442818429
106781,4308.0,3.0,2.5043782285008467
106781,1909.0,3.0,2.495723445296909
106781,1242.0,3.0,2.478387617104551
106781,2126.0,2.0,2.4733649177462125
106781,3910.0,5.0,2.3905015313916236
106781,2716.0,3.0,2.382388458058112
106781,1391.0,4.0,2.382388458058112
106781,1894.0,3.0,2.3393332449606765
106781,377.0,4.0,2.3106297695623854
106781,3703.0,1.0,2.2931448609255085
106781,5872.0,3.0,2.281926294164095
106781,2987.0,2.0,2.264295681553823
106781,39.0,3.0,2.223517968537062
106781,4973.0,5.0,2.223517968537062
106781,2724.0,2.0,2.223517968537062
106781,339.0,4.0,2.223517968537062
106781,5222.0,3.0,2.223517968537062
106781,440.0,3.0,2.223517968537062
106781,3267.0,3.0,2.2185710443100453
106781,3624.0,3.0,2.2185710443100453
106781,800.0,5.0,2.217343474517942
106781,3896.0,2.0,2.1883635342518906
106781,1472.0,3.0,2.1883635342518906
106781,832.0,3.0,2.1883635342518906
106781,231.0,1.0,2.1883635342518906
106781,1875.0,3.0,2.1874986207202687
106781,4733.0,3.0,2.1874986207202687
106781,2599.0,5.0,2.1874986207202687
106781,3858.0,3.0,2.1874986207202687
106781,2772.0,3.0,2.1874986207202687
106781,4679.0,2.0,2.1874986207202687
106781,1394.0,5.0,2.1874986207202687
106781,2718.0,5.0,2.1874986207202687
106781,3538.0,3.0,2.1874986207202687
106781,3302.0,5.0,2.1874986207202687
106781,423.0,2.0,2.1532090999667197
106781,3052.0,2.0,2.0307708844290535
106781,3535.0,4.0,2.0010640791816092
106781,3033.0,3.0,1.995014145683451
106781,593.0,4.0,1.9948915401811902
106781,1267.0,3.0,1.9303087205350362
106781,5316.0,3.0,1.9071280599705234
106781,2616.0,2.0,1.8807622342566455
106781,5214.0,1.0,1.8456077999714744
106781,2622.0,3.0,1.8456077999714744
106781,3258.0,1.0,1.8456077999714744
106781,5564.0,1.0,1.740055721027486
106781,8781.0,5.0,1.740055721027486
106781,1343.0,2.0,1.740055721027486
106781,2105.0,1.0,1.6432739665521314
106781,2628.0,2.0,1.6432739665521314
106781,316.0,3.0,1.6432739665521314
106781,6296.0,4.0,1.6346811942604487
106781,47.0,3.0,1.617103977117863
106781,3219.0,2.0,1.617103977117863
106781,4808.0,2.0,1.617103977117863
106781,257.0,3.0,1.617103977117863
106781,5787.0,3.0,1.617103977117863
106781,1590.0,1.0,1.5786911469059777
106781,5502.0,2.0,1.5786911469059777
106781,7925.0,1.0,1.564372325690107
106781,1198.0,4.0,1.564372325690107
106781,6703.0,1.0,1.5284600649589692
106781,4124.0,1.0,1.4852748485484721
106781,5378.0,3.0,1.429331485129721
106781,4969.0,1.0,1.3446571114077885
106781,1690.0,4.0,1.3275357371709355
106781,2815.0,1.0,1.098576071411592
106781,4006.0,1.0,1.0564624020524023
106781,7027.0,4.0,0.9491697256996154
106781,8368.0,4.0,0.7749938357538437
106781,196.0,1.0,0.7030886857034189
106781,3476.0,5.0,0.6415684257043697
106781,741.0,1.0,0.6415684257043697
106781,2693.0,4.0,0.18643454153865924
106781,6195.0,2.0,0.18643454153865924
151558,315.0,2.0,3.898878908100245
151558,58297.0,3.5,3.862359573599778
151558,91128.0,4.0,3.7212321472995145
151558,36529.0,4.0,3.679112174875498
151558,85414.0,4.5,3.6718698280745636
151558,89862.0,4.0,3.5996843635937514
151558,7022.0,4.0,3.562763547974638
151558,33903.0,5.0,3.562763547974638
151558,68347.0,4.5,3.5155358979513
151558,51540.0,4.0,3.5155358979513
151558,73321.0,4.0,3.4968362389196437
151558,36517.0,4.0,3.458249035864578
151558,40583.0,3.5,3.458249035864578
151558,4235.0,4.5,3.458249035864578
151558,805.0,4.0,3.458249035864578
151558,63072.0,4.0,3.4313874323088482
151558,82167.0,4.0,3.422037602793021
151558,778.0,4.5,3.4033379437613647
151558,58559.0,4.5,3.368430990812385
151558,6564.0,3.0,3.3314795284305694
151558,7460.0,4.0,3.320835166889826
151558,8366.0,4.0,3.320835166889826
151558,345.0,4.0,3.320835166889826
151558,56587.0,4.5,3.320835166889826
151558,48142.0,3.5,3.287459091994779
151558,86332.0,4.0,3.2373290200184015
151558,91542.0,4.0,3.22632799254707
151558,48394.0,4.0,3.1976416944131505
151558,7458.0,4.0,3.1660012437683713
151558,3083.0,4.5,3.14170967412309
151558,27843.0,4.0,3.14170967412309
151558,4022.0,4.0,3.14170967412309
151558,4021.0,4.0,3.14170967412309
151558,1962.0,4.0,3.14170967412309
151558,835.0,3.5,3.14170967412309
151558,7371.0,4.5,3.104143399254871
151558,5475.0,4.5,3.104143399254871
151558,2443.0,4.0,3.0918120519319077
151558,64622.0,4.0,3.0918120519319077
151558,96821.0,4.5,3.0918120519319077
151558,97024.0,4.0,3.0918120519319077
151558,5878.0,4.5,3.0918120519319077
151558,70637.0,4.0,3.0918120519319077
151558,1844.0,4.5,3.0918120519319077
151558,2329.0,4.5,3.068909740436115
151558,16.0,3.5,3.068909740436115
151558,7160.0,4.0,3.068909740436115
151558,33679.0,4.0,2.8502108383797102
151558,165.0,4.0,2.776899366200894
151558,6874.0,4.5,2.776899366200894
151558,77561.0,3.5,2.7593341311566246
151558,97752.0,4.5,2.683401071042615
151558,104241.0,4.0,2.664701412010959
151558,73017.0,4.0,2.647781091335697
151558,2353.0,4.5,2.5536077317807977
151558,80363.0,3.5,2.4551555655173116
151558,64499.0,4.0,2.416193862806046
151558,78105.0,4.0,2.382732097507951
151558,8581.0,3.5,2.2673288380833987
151558,103772.0,4.0,2.2672131668929514
151558,208.0,3.0,2.2439590837987025
151558,93838.0,4.0,2.164268436352335
151558,95761.0,3.5,2.084110346117064
151558,4963.0,4.5,2.084110346117064
151558,1270.0,4.0,2.0663123229979714
151558,33004.0,4.0,2.0663123229979714
151558,4367.0,4.0,2.061208034621272
151558,31685.0,4.0,1.9695987886381041
151558,80166.0,3.5,1.9695987886381041
151558,1690.0,3.5,1.8512662441339294
151558,457.0,4.0,1.7489930144602766
151558,37729.0,4.5,1.6078009898077965
151558,45081.0,3.5,1.5988208472065755
151558,108729.0,4.0,1.5802594932096414
151558,106540.0,3.5,1.5546604572980238
151558,94677.0,3.5,1.5546604572980238
151558,1080.0,4.0,1.5546604572980238
151558,79091.0,4.0,1.449396988835137
78544,88163.0,2.5,4.310362177571272
78544,8784.0,2.0,4.310362177571272
78544,2396.0,3.5,4.310362177571272
78544,3685.0,2.0,4.310362177571272
78544,5902.0,5.0,4.310362177571272
78544,8949.0,2.5,4.310362177571272
78544,27808.0,2.5,4.310362177571272
78544,1810.0,2.5,4.131182873971478
78544,33880.0,2.0,4.131182873971478
78544,3071.0,3.5,4.131182873971478
78544,1476.0,3.5,4.131182873971478
78544,77800.0,2.0,4.131182873971478
78544,1958.0,4.0,4.131182873971478
78544,450.0,2.0,4.131182873971478
78544,1641.0,2.0,4.131182873971478
78544,2398.0,2.0,4.131182873971478
78544,71464.0,2.5,4.131182873971478
78544,4681.0,1.0,4.131182873971478
78544,6373.0,2.5,4.00344838554879
78544,48082.0,0.5,4.00344838554879
78544,3108.0,3.0,4.00344838554879
78544,45672.0,3.0,3.9171333385779747
78544,778.0,2.5,3.860262932984592
78544,356.0,5.0,3.8016709182359065
78544,6753.0,1.5,3.7490619431455294
78544,4085.0,3.0,3.6961963330496275
78544,1959.0,3.0,3.5604700122611335
78544,40629.0,2.5,3.5604700122611335
78544,605.0,2.5,3.5604700122611335
78544,17.0,3.0,3.5604700122611335
78544,2025.0,2.5,3.5604700122611335
78544,8638.0,3.0,3.5604700122611335
78544,515.0,3.0,3.5604700122611335
78544,1704.0,3.5,3.5604700122611335
78544,5015.0,3.0,3.5604700122611335
78544,3556.0,3.0,3.5604700122611335
78544,3993.0,2.0,3.5604700122611335
78544,7139.0,2.0,3.5604700122611335
78544,381.0,2.0,3.5604700122611335
78544,1357.0,3.0,3.5604700122611335
78544,2764.0,2.0,3.5402773810351262
78544,1672.0,3.5,3.411873538199656
78544,81845.0,1.5,3.411873538199656
78544,2541.0,4.5,3.411873538199656
78544,4880.0,3.5,3.411873538199656
78544,3424.0,2.5,3.411873538199656
78544,193.0,0.5,3.411873538199656
78544,3791.0,3.5,3.411873538199656
78544,3100.0,3.0,3.411873538199656
78544,412.0,2.5,3.411873538199656
78544,47644.0,2.5,3.411873538199656
78544,3916.0,2.0,3.411873538199656
78544,4292.0,3.5,3.411873538199656
78544,1225.0,4.0,3.411873538199656
78544,7493.0,2.0,3.411873538199656
78544,4007.0,1.0,3.411873538199656
78544,8970.0,2.5,3.411873538199656
78544,32172.0,2.5,3.411873538199656
78544,2610.0,2.0,3.411873538199656
78544,3185.0,2.5,3.411873538199656
78544,49961.0,2.0,3.411873538199656
78544,3723.0,2.5,3.411873538199656
78544,86487.0,2.5,3.411873538199656
78544,8966.0,2.0,3.411873538199656
78544,2739.0,5.0,3.411873538199656
78544,1635.0,3.0,3.411873538199656
